gene,pvalues,padj
PRDM16,0.165699563322265,1
RALGAPB,0.165699563322265,1
SLC4A7,0.165699563322265,1
SOGA1,0.165699563322265,1
TJP2,0.165699563322265,1
ACOT1,0.16628254052216,1
AK4,0.16628254052216,1
AQP11,0.16628254052216,1
ARL5C,0.16628254052216,1
ARMC6,0.16628254052216,1
ATP6V1D,0.16628254052216,1
ATP6V1G2,0.16628254052216,1
ATPAF2,0.16628254052216,1
B9D1,0.16628254052216,1
BHLHE23,0.16628254052216,1
BTC,0.16628254052216,1
BTF3,0.16628254052216,1
C11orf58,0.16628254052216,1
C1orf162,0.16628254052216,1
C20orf196,0.16628254052216,1
C22orf42,0.16628254052216,1
C3orf18,0.16628254052216,1
C9orf117,0.16628254052216,1
C9orf57,0.16628254052216,1
CBWD5,0.16628254052216,1
CCDC121,0.16628254052216,1
CCL1,0.16628254052216,1
CCL17,0.16628254052216,1
CDC42,0.16628254052216,1
CDT1,0.16628254052216,1
CHP2,0.16628254052216,1
CHTOP,0.16628254052216,1
CLTB,0.16628254052216,1
CMC4,0.16628254052216,1
CSN2,0.16628254052216,1
CT62,0.16628254052216,1
CT83,0.16628254052216,1
CYB5R1,0.16628254052216,1
DBI,0.16628254052216,1
DCK,0.16628254052216,1
DDAH1,0.16628254052216,1
DEFB135,0.16628254052216,1
DHRS3,0.16628254052216,1
DIRAS3,0.16628254052216,1
DSCC1,0.16628254052216,1
EVI2A,0.16628254052216,1
FADS6,0.16628254052216,1
FAM167A,0.16628254052216,1
FAM32A,0.16628254052216,1
FCGR3B,0.16628254052216,1
FUNDC1,0.16628254052216,1
FUOM,0.16628254052216,1
FXYD5,0.16628254052216,1
GATAD1,0.16628254052216,1
GLYATL2,0.16628254052216,1
GNB2L1,0.16628254052216,1
GPM6B,0.16628254052216,1
GRB2,0.16628254052216,1
GTF2E2,0.16628254052216,1
GTF2H4,0.16628254052216,1
GTSF1,0.16628254052216,1
GYG1,0.16628254052216,1
HBE1,0.16628254052216,1
HHLA3,0.16628254052216,1
HIST1H2AJ,0.16628254052216,1
HIST1H2BJ,0.16628254052216,1
HIST1H4B,0.16628254052216,1
HM13,0.16628254052216,1
HOXC11,0.16628254052216,1
IGFL1,0.16628254052216,1
IGFL3,0.16628254052216,1
IGHV1-45,0.16628254052216,1
IGHV3-33,0.16628254052216,1
IGHV3-72,0.16628254052216,1
IGKV1D-16,0.16628254052216,1
IL22,0.16628254052216,1
ITGB1BP1,0.16628254052216,1
KDSR,0.16628254052216,1
KLHDC10,0.16628254052216,1
KRTAP1-3,0.16628254052216,1
KRTAP22-1,0.16628254052216,1
KRTAP5-7,0.16628254052216,1
KRTAP6-1,0.16628254052216,1
LCE1C,0.16628254052216,1
LCE1F,0.16628254052216,1
LEP,0.16628254052216,1
LIN7C,0.16628254052216,1
LRP11,0.16628254052216,1
LSM4,0.16628254052216,1
LYPD8,0.16628254052216,1
LYSMD4,0.16628254052216,1
MCFD2,0.16628254052216,1
MED28,0.16628254052216,1
METTL21A,0.16628254052216,1
MFAP1,0.16628254052216,1
MFSD3,0.16628254052216,1
MIS12,0.16628254052216,1
MKRN2,0.16628254052216,1
MRPL4,0.16628254052216,1
MS4A3,0.16628254052216,1
MS4A6E,0.16628254052216,1
MSANTD3-TMEFF1,0.16628254052216,1
MSRA,0.16628254052216,1
MTAP,0.16628254052216,1
MTFMT,0.16628254052216,1
NAT1,0.16628254052216,1
NBPF15,0.16628254052216,1
NDUFS6,0.16628254052216,1
NIPSNAP3A,0.16628254052216,1
NOL7,0.16628254052216,1
NUP35,0.16628254052216,1
OPN1MW,0.16628254052216,1
OR10W1,0.16628254052216,1
OR3A2,0.16628254052216,1
OR4D2,0.16628254052216,1
OR4F4,0.16628254052216,1
OR51B6,0.16628254052216,1
OR8B12,0.16628254052216,1
PCYOX1L,0.16628254052216,1
PDCD5,0.16628254052216,1
PDPK1,0.16628254052216,1
PHOX2A,0.16628254052216,1
PLET1,0.16628254052216,1
POMZP3,0.16628254052216,1
PPP1R14D,0.16628254052216,1
PPP3R2,0.16628254052216,1
PRR27,0.16628254052216,1
PRSS33,0.16628254052216,1
PSMA7,0.16628254052216,1
PSMD7,0.16628254052216,1
PTPN20,0.16628254052216,1
RCCD1,0.16628254052216,1
RELL1,0.16628254052216,1
RNPC3,0.16628254052216,1
RP5-850E9.3,0.16628254052216,1
RPRD1A,0.16628254052216,1
RPS8,0.16628254052216,1
S100B,0.16628254052216,1
SAV1,0.16628254052216,1
SEC22C,0.16628254052216,1
SEC61G,0.16628254052216,1
SEPT4,0.16628254052216,1
SERHL2,0.16628254052216,1
SETD9,0.16628254052216,1
SFXN4,0.16628254052216,1
SIVA1,0.16628254052216,1
SLA2,0.16628254052216,1
SLC31A2,0.16628254052216,1
SLC35A4,0.16628254052216,1
SLC35B2,0.16628254052216,1
SLC35F2,0.16628254052216,1
SMCO1,0.16628254052216,1
SNRNP25,0.16628254052216,1
SNRPB,0.16628254052216,1
SNRPE,0.16628254052216,1
SPACA4,0.16628254052216,1
SPATA21,0.16628254052216,1
SPINK2,0.16628254052216,1
SPINK7,0.16628254052216,1
SPSB3,0.16628254052216,1
SRGN,0.16628254052216,1
STK19,0.16628254052216,1
STOML2,0.16628254052216,1
TAGLN2,0.16628254052216,1
TAS2R43,0.16628254052216,1
TBC1D3B,0.16628254052216,1
TBC1D7,0.16628254052216,1
TCEAL2,0.16628254052216,1
TESC,0.16628254052216,1
TFAM,0.16628254052216,1
THAP7,0.16628254052216,1
TM2D1,0.16628254052216,1
TMEM125,0.16628254052216,1
TMEM213,0.16628254052216,1
TMEM54,0.16628254052216,1
TOB2,0.16628254052216,1
TPK1,0.16628254052216,1
TRAM2,0.16628254052216,1
TRIM11,0.16628254052216,1
TRMT2B,0.16628254052216,1
TSKU,0.16628254052216,1
TUSC1,0.16628254052216,1
TVP23C-CDRT4,0.16628254052216,1
UPK3A,0.16628254052216,1
USF2,0.16628254052216,1
VPS26A,0.16628254052216,1
YIPF1,0.16628254052216,1
YPEL5,0.16628254052216,1
YWHAZ,0.16628254052216,1
ZFAND2B,0.16628254052216,1
CFH,0.167319604280503,1
SPHKAP,0.167319604280503,1
ACSL6,0.168373132083903,1
B3GAT1,0.168373132083903,1
G6PD,0.168373132083903,1
GABPA,0.168373132083903,1
HAO1,0.168373132083903,1
JMY,0.168373132083903,1
KCNRG,0.168373132083903,1
MAMDC2,0.168373132083903,1
NOLC1,0.168373132083903,1
OR4P4,0.168373132083903,1
OR6N2,0.168373132083903,1
PCYOX1,0.168373132083903,1
PGAP1,0.168373132083903,1
POF1B,0.168373132083903,1
PRKACG,0.168373132083903,1
PSKH2,0.168373132083903,1
RAB3GAP2,0.168373132083903,1
RARS2,0.168373132083903,1
SIK2,0.168373132083903,1
TIAL1,0.168373132083903,1
TMEM87B,0.168373132083903,1
TRIM50,0.168373132083903,1
TRPV1,0.168373132083903,1
ZBTB24,0.168373132083903,1
ZNF530,0.168373132083903,1
ALPK2,0.169767833195777,1
CPAMD8,0.169767833195777,1
MYH13,0.169767833195777,1
HELZ,0.169770663630089,1
PCDHGB3,0.169770663630089,1
COL12A1,0.170053038875276,1
ACAP1,0.170528430186379,1
AEBP1,0.170528430186379,1
AGBL1,0.170528430186379,1
AGO3,0.170528430186379,1
AVPR1A,0.170528430186379,1
BMPR1B,0.170528430186379,1
CAPRIN2,0.170528430186379,1
CD22,0.170528430186379,1
CNR1,0.170528430186379,1
COL16A1,0.170528430186379,1
CPZ,0.170528430186379,1
DCAF5,0.170528430186379,1
DNTTIP2,0.170528430186379,1
DRD5,0.170528430186379,1
EHMT1,0.170528430186379,1
EMILIN1,0.170528430186379,1
ESYT3,0.170528430186379,1
EYA4,0.170528430186379,1
FAM83E,0.170528430186379,1
FGF13,0.170528430186379,1
FLII,0.170528430186379,1
HTR1E,0.170528430186379,1
IFFO1,0.170528430186379,1
KDM5C,0.170528430186379,1
KLHL25,0.170528430186379,1
KNDC1,0.170528430186379,1
LAMC2,0.170528430186379,1
MARK4,0.170528430186379,1
PARP4,0.170528430186379,1
PDCD11,0.170528430186379,1
PKN3,0.170528430186379,1
PKP4,0.170528430186379,1
POGZ,0.170528430186379,1
PRSS12,0.170528430186379,1
RAPH1,0.170528430186379,1
RNF216,0.170528430186379,1
RPE65,0.170528430186379,1
RPL22,0.170528430186379,1
RPS6KA6,0.170528430186379,1
SALL3,0.170528430186379,1
SEC31A,0.170528430186379,1
SLC16A6,0.170528430186379,1
SLC4A8,0.170528430186379,1
SLC9A4,0.170528430186379,1
SMARCAL1,0.170528430186379,1
SORBS1,0.170528430186379,1
STOX1,0.170528430186379,1
SYCP1,0.170528430186379,1
TACC3,0.170528430186379,1
TAOK3,0.170528430186379,1
TEAD2,0.170528430186379,1
THOC1,0.170528430186379,1
TSC22D1,0.170528430186379,1
TTC21A,0.170528430186379,1
TTLL12,0.170528430186379,1
TUBGCP6,0.170528430186379,1
UBE3B,0.170528430186379,1
UBQLN2,0.170528430186379,1
VEPH1,0.170528430186379,1
WDR62,0.170528430186379,1
WNT5A,0.170528430186379,1
ZNF184,0.170528430186379,1
ZNF445,0.170528430186379,1
ANKRD11,0.17513219524876,1
SPEF2,0.177069478466718,1
ADGRL4,0.179174251266492,1
CEP85L,0.179174251266492,1
PDE1C,0.179174251266492,1
TRIM55,0.179174251266492,1
CELSR1,0.186405808287832,1
CUL9,0.186405808287832,1
KIF21A,0.186405808287832,1
SCN4A,0.186405808287832,1
DYSF,0.187104170089013,1
C2orf71,0.188245809951754,1
MYH15,0.188245809951754,1
SMAD2,0.188245809951754,1
ABCC1,0.189518368435821,1
ATP2B2,0.189518368435821,1
CASC5,0.189518368435821,1
CD93,0.189518368435821,1
CDK5RAP2,0.189518368435821,1
ELMSAN1,0.189518368435821,1
NUP98,0.189518368435821,1
PCDHA7,0.189518368435821,1
PPP1R9A,0.189518368435821,1
TNRC6A,0.189518368435821,1
WWP1,0.189518368435821,1
DNAH11,0.191179389834771,1
ATM,0.19520827155571,1
AHNAK,0.197798495522883,1
DNHD1,0.197798495522883,1
DYNC2H1,0.197798495522883,1
TENM1,0.197798495522883,1
APBA2,0.200640052757953,1
CHD8,0.201641750780106,1
DMXL2,0.201641750780106,1
DNAH12,0.201641750780106,1
FMN2,0.201641750780106,1
HELZ2,0.201641750780106,1
HSPG2,0.201641750780106,1
NUP205,0.201641750780106,1
SVIL,0.201641750780106,1
ADGRD1,0.206561667870365,1
CCDC110,0.206561667870365,1
CDC42BPG,0.206561667870365,1
CHAT,0.206561667870365,1
COL6A1,0.206561667870365,1
COLEC12,0.206561667870365,1
DDX60,0.206561667870365,1
FAM208A,0.206561667870365,1
FURIN,0.206561667870365,1
GLG1,0.206561667870365,1
HK3,0.206561667870365,1
LEPR,0.206561667870365,1
MAPK8IP3,0.206561667870365,1
MCF2L,0.206561667870365,1
MYH4,0.206561667870365,1
NUP133,0.206561667870365,1
P3H3,0.206561667870365,1
PCDHGA1,0.206561667870365,1
PDZD4,0.206561667870365,1
SEMA5B,0.206561667870365,1
SLFN14,0.206561667870365,1
TBC1D25,0.206561667870365,1
TNKS,0.206561667870365,1
TRIP11,0.206561667870365,1
NFATC2,0.207463457227618,1
SNTG1,0.207463457227618,1
TMEM2,0.207463457227618,1
TRPV6,0.207463457227618,1
UBN2,0.207463457227618,1
DSCAML1,0.20838845813208,1
AACS,0.20971254437439,1
AGAP2,0.20971254437439,1
AGMO,0.20971254437439,1
ALOX12B,0.20971254437439,1
AMIGO3,0.20971254437439,1
ANKRD34A,0.20971254437439,1
ARMC2,0.20971254437439,1
ATP13A1,0.20971254437439,1
BTN2A1,0.20971254437439,1
C2orf81,0.20971254437439,1
C6orf10,0.20971254437439,1
CCDC173,0.20971254437439,1
CCDC93,0.20971254437439,1
CD101,0.20971254437439,1
CDKL5,0.20971254437439,1
CEP83,0.20971254437439,1
CFI,0.20971254437439,1
CHERP,0.20971254437439,1
CLCN5,0.20971254437439,1
CLGN,0.20971254437439,1
CNGA2,0.20971254437439,1
COLQ,0.20971254437439,1
COPB2,0.20971254437439,1
CORO7,0.20971254437439,1
CPA1,0.20971254437439,1
CPEB1,0.20971254437439,1
CSTF3,0.20971254437439,1
CYP1A2,0.20971254437439,1
DACH1,0.20971254437439,1
DGCR8,0.20971254437439,1
DHX58,0.20971254437439,1
DYRK1B,0.20971254437439,1
ELF1,0.20971254437439,1
ELF4,0.20971254437439,1
EPS8L3,0.20971254437439,1
ERAP1,0.20971254437439,1
ERICH6B,0.20971254437439,1
F13B,0.20971254437439,1
FAM161A,0.20971254437439,1
FAM161B,0.20971254437439,1
FAM227B,0.20971254437439,1
FAM83G,0.20971254437439,1
FANCL,0.20971254437439,1
FAP,0.20971254437439,1
FBXO5,0.20971254437439,1
FCHO2,0.20971254437439,1
FES,0.20971254437439,1
FLCN,0.20971254437439,1
FOXRED2,0.20971254437439,1
FXR2,0.20971254437439,1
FZD3,0.20971254437439,1
GAB4,0.20971254437439,1
GABRE,0.20971254437439,1
GAS6,0.20971254437439,1
GATA1,0.20971254437439,1
GEMIN4,0.20971254437439,1
GLRA3,0.20971254437439,1
GP1BA,0.20971254437439,1
HAUS3,0.20971254437439,1
HMMR,0.20971254437439,1
INO80D,0.20971254437439,1
IPO5,0.20971254437439,1
KANK4,0.20971254437439,1
KCNQ1,0.20971254437439,1
KCTD9,0.20971254437439,1
KDELC1,0.20971254437439,1
KHDRBS2,0.20971254437439,1
KIAA1524,0.20971254437439,1
KL,0.20971254437439,1
KLHL22,0.20971254437439,1
KPNA7,0.20971254437439,1
KRT33A,0.20971254437439,1
KRT6A,0.20971254437439,1
L3MBTL2,0.20971254437439,1
LIG4,0.20971254437439,1
MAML1,0.20971254437439,1
MAPK8,0.20971254437439,1
MEPCE,0.20971254437439,1
MLIP,0.20971254437439,1
MOCOS,0.20971254437439,1
MTMR1,0.20971254437439,1
NAA35,0.20971254437439,1
NFE2L3,0.20971254437439,1
NUF2,0.20971254437439,1
OAS3,0.20971254437439,1
OR4M1,0.20971254437439,1
OR5W2,0.20971254437439,1
OR8K1,0.20971254437439,1
OTOP3,0.20971254437439,1
PAH,0.20971254437439,1
PGBD4,0.20971254437439,1
PLAGL2,0.20971254437439,1
PLCD1,0.20971254437439,1
PNLDC1,0.20971254437439,1
PON3,0.20971254437439,1
PTPRO,0.20971254437439,1
PYGO2,0.20971254437439,1
QSOX2,0.20971254437439,1
RAB34,0.20971254437439,1
RCOR3,0.20971254437439,1
RGS14,0.20971254437439,1
RNF150,0.20971254437439,1
RTEL1,0.20971254437439,1
RTKN2,0.20971254437439,1
SESTD1,0.20971254437439,1
SGCZ,0.20971254437439,1
SIRPA,0.20971254437439,1
SLC1A7,0.20971254437439,1
SLC22A6,0.20971254437439,1
SLC22A7,0.20971254437439,1
SLC4A1AP,0.20971254437439,1
SLC5A5,0.20971254437439,1
SPAG1,0.20971254437439,1
SPAG6,0.20971254437439,1
SRFBP1,0.20971254437439,1
ST14,0.20971254437439,1
ST8SIA1,0.20971254437439,1
STAT5A,0.20971254437439,1
STIP1,0.20971254437439,1
STRIP1,0.20971254437439,1
TCEB3,0.20971254437439,1
TEX11,0.20971254437439,1
TGM1,0.20971254437439,1
TKTL2,0.20971254437439,1
TLE1,0.20971254437439,1
TM9SF2,0.20971254437439,1
TMEM117,0.20971254437439,1
TXLNA,0.20971254437439,1
UROC1,0.20971254437439,1
WDPCP,0.20971254437439,1
WNT11,0.20971254437439,1
XRCC6,0.20971254437439,1
YME1L1,0.20971254437439,1
ZNF107,0.20971254437439,1
ZNF480,0.20971254437439,1
ZNF594,0.20971254437439,1
ZNF652,0.20971254437439,1
ZNF689,0.20971254437439,1
ZNF699,0.20971254437439,1
ZNF71,0.20971254437439,1
ANKHD1-EIF4EBP3,0.210741465146613,1
CDC42BPB,0.210741465146613,1
CDH4,0.210741465146613,1
DCDC1,0.210741465146613,1
DOCK10,0.210741465146613,1
EML5,0.210741465146613,1
HEATR5B,0.210741465146613,1
NBEAL1,0.210741465146613,1
RAD51AP2,0.210741465146613,1
RADIL,0.210741465146613,1
SMCHD1,0.210741465146613,1
ABCG2,0.21170475513508,1
ALG8,0.21170475513508,1
AOC1,0.21170475513508,1
APC2,0.21170475513508,1
AQR,0.21170475513508,1
ARHGAP10,0.21170475513508,1
ARHGAP39,0.21170475513508,1
ARID4A,0.21170475513508,1
ARMCX1,0.21170475513508,1
ARSB,0.21170475513508,1
BCAT1,0.21170475513508,1
BCL11B,0.21170475513508,1
BMS1,0.21170475513508,1
BPIFB6,0.21170475513508,1
C1orf94,0.21170475513508,1
CADM3,0.21170475513508,1
CBFA2T3,0.21170475513508,1
CBLB,0.21170475513508,1
CCDC18,0.21170475513508,1
CDC23,0.21170475513508,1
CDH5,0.21170475513508,1
COG1,0.21170475513508,1
COG4,0.21170475513508,1
COL13A1,0.21170475513508,1
CPA5,0.21170475513508,1
CTNNBL1,0.21170475513508,1
CUL2,0.21170475513508,1
DCBLD1,0.21170475513508,1
DDX31,0.21170475513508,1
DISC1,0.21170475513508,1
DPYSL5,0.21170475513508,1
DYNC1I2,0.21170475513508,1
EPHB3,0.21170475513508,1
FAM120A,0.21170475513508,1
FAM160B1,0.21170475513508,1
FAM222B,0.21170475513508,1
FAM78B,0.21170475513508,1
FANCI,0.21170475513508,1
FARP2,0.21170475513508,1
FCHSD1,0.21170475513508,1
FGD3,0.21170475513508,1
FUBP1,0.21170475513508,1
GCDH,0.21170475513508,1
GPC6,0.21170475513508,1
GRAMD1B,0.21170475513508,1
GRN,0.21170475513508,1
HDGF,0.21170475513508,1
HELLS,0.21170475513508,1
HID1,0.21170475513508,1
HNRNPUL1,0.21170475513508,1
HUNK,0.21170475513508,1
ILDR2,0.21170475513508,1
KCNS3,0.21170475513508,1
KIFAP3,0.21170475513508,1
KLC1,0.21170475513508,1
KLHL24,0.21170475513508,1
LCP2,0.21170475513508,1
LETM1,0.21170475513508,1
LILRB5,0.21170475513508,1
LRRC56,0.21170475513508,1
MASP2,0.21170475513508,1
MTMR6,0.21170475513508,1
MYCBPAP,0.21170475513508,1
NAPEPLD,0.21170475513508,1
NEFL,0.21170475513508,1
OR2T6,0.21170475513508,1
OR8J1,0.21170475513508,1
OR9Q2,0.21170475513508,1
PARP6,0.21170475513508,1
PHEX,0.21170475513508,1
PHF21A,0.21170475513508,1
PINK1,0.21170475513508,1
POU3F4,0.21170475513508,1
PRLR,0.21170475513508,1
PROM2,0.21170475513508,1
PURG,0.21170475513508,1
RAI14,0.21170475513508,1
RAP1GAP2,0.21170475513508,1
RGS9,0.21170475513508,1
RPS6KC1,0.21170475513508,1
RRBP1,0.21170475513508,1
SCAI,0.21170475513508,1
SCIN,0.21170475513508,1
SLC26A4,0.21170475513508,1
SLC2A13,0.21170475513508,1
SLC38A10,0.21170475513508,1
SLCO1A2,0.21170475513508,1
SLCO4A1,0.21170475513508,1
SNX2,0.21170475513508,1
SOX7,0.21170475513508,1
SPERT,0.21170475513508,1
SPIDR,0.21170475513508,1
SREBF1,0.21170475513508,1
SYT4,0.21170475513508,1
TAOK1,0.21170475513508,1
TARBP2,0.21170475513508,1
TBC1D14,0.21170475513508,1
TBL2,0.21170475513508,1
TGM3,0.21170475513508,1
THAP9,0.21170475513508,1
TM9SF3,0.21170475513508,1
TNS4,0.21170475513508,1
TRAPPC12,0.21170475513508,1
TRIM35,0.21170475513508,1
TUBB8,0.21170475513508,1
TYR,0.21170475513508,1
UNC13D,0.21170475513508,1
UTP6,0.21170475513508,1
VILL,0.21170475513508,1
WDR59,0.21170475513508,1
YTHDF2,0.21170475513508,1
ZBED5,0.21170475513508,1
ZNF595,0.21170475513508,1
ZNF624,0.21170475513508,1
ZNF74,0.21170475513508,1
ZNF780A,0.21170475513508,1
ZNF879,0.21170475513508,1
GRIN2A,0.216017352922078,1
DNAH10,0.218399139044295,1
GUCY2F,0.224032970329413,1
PLEKHH2,0.224032970329413,1
RPRD2,0.224032970329413,1
SLC12A1,0.224032970329413,1
SUPT6H,0.224032970329413,1
TRIM51,0.224032970329413,1
USH2A,0.22576426042646,1
DNAH3,0.227742077785399,1
MYCBP2,0.227742077785399,1
ACKR1,0.23116331028959,1
ACOXL,0.23116331028959,1
ADCK5,0.23116331028959,1
ARSH,0.23116331028959,1
ASB7,0.23116331028959,1
ATP5B,0.23116331028959,1
BOLL,0.23116331028959,1
BRAT1,0.23116331028959,1
C1orf100,0.23116331028959,1
C4orf47,0.23116331028959,1
CAMK2A,0.23116331028959,1
CAPZA3,0.23116331028959,1
CCBL1,0.23116331028959,1
CDK19,0.23116331028959,1
CER1,0.23116331028959,1
CHI3L1,0.23116331028959,1
CHST11,0.23116331028959,1
CREBRF,0.23116331028959,1
CRISPLD2,0.23116331028959,1
CRYL1,0.23116331028959,1
CWC25,0.23116331028959,1
DAPK2,0.23116331028959,1
DDX5,0.23116331028959,1
DEFB116,0.23116331028959,1
EEF1D,0.23116331028959,1
ELK1,0.23116331028959,1
FBXO47,0.23116331028959,1
FLAD1,0.23116331028959,1
FLVCR1,0.23116331028959,1
FOXA2,0.23116331028959,1
FOXO3,0.23116331028959,1
FOXP4,0.23116331028959,1
FTSJ1,0.23116331028959,1
GAS2L3,0.23116331028959,1
GBP3,0.23116331028959,1
GPR45,0.23116331028959,1
GPS1,0.23116331028959,1
GYPA,0.23116331028959,1
GZMH,0.23116331028959,1
HSD17B6,0.23116331028959,1
IFFO2,0.23116331028959,1
IKZF5,0.23116331028959,1
INPP5K,0.23116331028959,1
KEAP1,0.23116331028959,1
KRT27,0.23116331028959,1
LAMP1,0.23116331028959,1
LGALS3BP,0.23116331028959,1
LGI3,0.23116331028959,1
LPAR6,0.23116331028959,1
LURAP1,0.23116331028959,1
MMP7,0.23116331028959,1
MOGAT1,0.23116331028959,1
NFS1,0.23116331028959,1
NHLH1,0.23116331028959,1
NIPAL1,0.23116331028959,1
NOSTRIN,0.23116331028959,1
OR13H1,0.23116331028959,1
OR14C36,0.23116331028959,1
OR2A14,0.23116331028959,1
OR2AK2,0.23116331028959,1
OR2F1,0.23116331028959,1
OR4K14,0.23116331028959,1
OR51G1,0.23116331028959,1
OR5J2,0.23116331028959,1
OR5P3,0.23116331028959,1
OR6Q1,0.23116331028959,1
OSBPL8,0.23116331028959,1
OVCH2,0.23116331028959,1
PARVG,0.23116331028959,1
PAX4,0.23116331028959,1
PCMTD2,0.23116331028959,1
PCSK9,0.23116331028959,1
PDCD4,0.23116331028959,1
PHYHD1,0.23116331028959,1
PIP5K1A,0.23116331028959,1
PM20D2,0.23116331028959,1
PNMA5,0.23116331028959,1
PSMD6,0.23116331028959,1
RFPL1,0.23116331028959,1
RHOXF2,0.23116331028959,1
SAG,0.23116331028959,1
SCGN,0.23116331028959,1
SDR39U1,0.23116331028959,1
SDR9C7,0.23116331028959,1
SENP3,0.23116331028959,1
SERTAD4,0.23116331028959,1
SH3YL1,0.23116331028959,1
SLC22A1,0.23116331028959,1
SLC27A4,0.23116331028959,1
SLC3A1,0.23116331028959,1
SOX2,0.23116331028959,1
SPDYE1,0.23116331028959,1
SUZ12,0.23116331028959,1
SVOP,0.23116331028959,1
TBL1X,0.23116331028959,1
TCEAL4,0.23116331028959,1
TES,0.23116331028959,1
TGFBI,0.23116331028959,1
TMEM163,0.23116331028959,1
TMEM25,0.23116331028959,1
TMEM55A,0.23116331028959,1
TMOD4,0.23116331028959,1
WDFY2,0.23116331028959,1
WNT10A,0.23116331028959,1
YES1,0.23116331028959,1
ZBTB44,0.23116331028959,1
ZMPSTE24,0.23116331028959,1
ZNF169,0.23116331028959,1
ZNF18,0.23116331028959,1
ZNF274,0.23116331028959,1
ZNF302,0.23116331028959,1
ZNF488,0.23116331028959,1
ZNF550,0.23116331028959,1
ZNF622,0.23116331028959,1
ZNF772,0.23116331028959,1
ADGRG4,0.231404885825025,1
DENND4B,0.231404885825025,1
SIPA1L1,0.231404885825025,1
TRIP12,0.231404885825025,1
CDH2,0.232133020841343,1
CHL1,0.232133020841343,1
AMPH,0.235181128533113,1
ANKRD50,0.235181128533113,1
ATP8B3,0.235181128533113,1
ATXN2L,0.235181128533113,1
CCDC178,0.235181128533113,1
CLCA4,0.235181128533113,1
CLEC16A,0.235181128533113,1
CTCF,0.235181128533113,1
DLGAP3,0.235181128533113,1
EPHA2,0.235181128533113,1
ERCC6,0.235181128533113,1
ERICH6,0.235181128533113,1
ERN2,0.235181128533113,1
FCRL3,0.235181128533113,1
FHAD1,0.235181128533113,1
IRS1,0.235181128533113,1
JAK1,0.235181128533113,1
KAT6B,0.235181128533113,1
KCNA1,0.235181128533113,1
MAGEC3,0.235181128533113,1
MEFV,0.235181128533113,1
MEGF6,0.235181128533113,1
MYOCD,0.235181128533113,1
MYOM1,0.235181128533113,1
NAV1,0.235181128533113,1
NRCAM,0.235181128533113,1
NUAK1,0.235181128533113,1
OPLAH,0.235181128533113,1
PAM,0.235181128533113,1
PITPNM3,0.235181128533113,1
PTK2,0.235181128533113,1
SETDB1,0.235181128533113,1
SPTBN4,0.235181128533113,1
SRCIN1,0.235181128533113,1
TTC37,0.235181128533113,1
USP48,0.235181128533113,1
WDR64,0.235181128533113,1
XPO4,0.235181128533113,1
ZNF334,0.235181128533113,1
ADAM32,0.241792242354222,1
ASIC2,0.241792242354222,1
ATCAY,0.241792242354222,1
ATIC,0.241792242354222,1
ATL1,0.241792242354222,1
BICD2,0.241792242354222,1
BPIFB4,0.241792242354222,1
CEBPZ,0.241792242354222,1
CNTROB,0.241792242354222,1
CPT1C,0.241792242354222,1
DOT1L,0.241792242354222,1
DPYS,0.241792242354222,1
EIF2A,0.241792242354222,1
EIF3B,0.241792242354222,1
FSCB,0.241792242354222,1
OR5AS1,0.241792242354222,1
PCDHGA9,0.241792242354222,1
PIAS1,0.241792242354222,1
SLC22A14,0.241792242354222,1
SMARCA5,0.241792242354222,1
TESPA1,0.241792242354222,1
TRAK2,0.241792242354222,1
TRIM22,0.241792242354222,1
U2SURP,0.241792242354222,1
USP38,0.241792242354222,1
VWA3B,0.241792242354222,1
WNT9A,0.241792242354222,1
YEATS2,0.241792242354222,1
ZKSCAN7,0.241792242354222,1
ZNF304,0.241792242354222,1
ZNF329,0.241792242354222,1
ZNF559,0.241792242354222,1
ZNF83,0.241792242354222,1
ZSCAN1,0.241792242354222,1
MUC17,0.242275015013325,1
WDR87,0.242275015013325,1
ABCB5,0.243222320401775,1
IGSF3,0.243222320401775,1
INADL,0.243222320401775,1
SCUBE3,0.243222320401775,1
A4GALT,0.248237348267663,1
AAAS,0.248237348267663,1
ADPGK,0.248237348267663,1
AHI1,0.248237348267663,1
ALDH1A1,0.248237348267663,1
AMMECR1,0.248237348267663,1
AMOTL2,0.248237348267663,1
ANKRD33,0.248237348267663,1
AP3M2,0.248237348267663,1
API5,0.248237348267663,1
ARHGDIB,0.248237348267663,1
ARID3B,0.248237348267663,1
ARSI,0.248237348267663,1
ART1,0.248237348267663,1
ASMT,0.248237348267663,1
ASPDH,0.248237348267663,1
ATF7IP2,0.248237348267663,1
BEAN1,0.248237348267663,1
BEST2,0.248237348267663,1
BMP4,0.248237348267663,1
BRMS1,0.248237348267663,1
BTBD2,0.248237348267663,1
BTNL3,0.248237348267663,1
C11orf80,0.248237348267663,1
C12orf40,0.248237348267663,1
C12orf66,0.248237348267663,1
CA7,0.248237348267663,1
CABLES1,0.248237348267663,1
CABP4,0.248237348267663,1
CARS2,0.248237348267663,1
CCDC138,0.248237348267663,1
CCDC185,0.248237348267663,1
CCDC42,0.248237348267663,1
CCNK,0.248237348267663,1
CD200R1L,0.248237348267663,1
CD300LG,0.248237348267663,1
CDCA2,0.248237348267663,1
CDK15,0.248237348267663,1
CDX2,0.248237348267663,1
